label,comment
positive,"যতোই ভালো টিম ঘোষণা করুক না কেন- তামিম, সাকিব, মুশফিক, মাহমুদউল্লাহ, মাশরাফি আছে মানেই বাংলাদেশ আছে।"
positive,"সাব্বির ভাই আর সৌম্য ভাইকে এশিয়া কাপে অনেক দরকার ছিল, স্কোয়াডে রাখা উচিত ছিল,"
positive,হতাশ হয়েছি বাট কষ্ট পাইনি। বাস্তবতা মেনে নিতেই হবে।  দাদা এখন এমনভাবে নিজেকে তৈরি করো যাতে কখনো দলের বাইরে থাকতে না হয়।
positive,সৌম্য দাদা তোমাকে একজন অলরাউন্ডার হিসাবে দলে নেওয়া উচিত ছিল বিসিবির।
offensive,"ওরে বিশ্বসেরা বলদ, তোকে যদি এবারের এশিয়া কাপে দলে নেয় তাহলে আমরা সমর্থরা রাস্তায় নামব। "
offensive,"শালারপুত তোর লজ্জা করে না, এতগুলো আন্ডা মেরেও আবার ছবি তুলে ফেসবুকে আপলোড করিস!!"
offensive," বেতন নেয়ার সময় তোর শরম করে না, যে দেশের জন্য কি বাল ছিঁড়ে এইরকম মোটা অংকের বেতন নিচ্ছি!!"
positive,তুমি তোমার সেরাটা দেখাও।।।
positive,চালিয়ে যাও!! সেরাটা আমরা প্রকাশিত করে কাঙ্খিত এশিয়াকাপ নিবোই ইনশাল্লাহ!
positive,"জামাইদাদা ভাল করে খেলুন, আপনি রান করতে না পারলে আমার দিদি সেইদিন কানতে কানতে মরার মত অবস্থা হয়, আপনি মাঠে নামলে তার হাত পা কাপা শুরু হয় , দিদির জন্যে হলেও একটু ভাল খেলুন   দিদিয়া বলে দিছি"
positive,ভালোবাসা আর শুভকামনা অবিরাম ডিয়ার
positive,ভালবাসা রইল বস
positive,বস তুমি ফর্মে ফিরে এসো তোমার চোখ জুরানো সেই শটগুলো কতদিন দেখি না
positive,এবার জলিকুপ হপে সৌম্যদা ;-)
positive,বস  মাশরাফির পর বাংলাদেশে কেউ যদি তারকা হয় তাহলে সেটা সৌম্য হবে।  শুভ কামনা রইল।পিলিজ কাম ব্যাক কুইক
